,Discription,Name,Age,Date,Sex,Size,Color,Education,Breed,Adjusted to
153,"את בונד החתיך הוצאנו מהסגר בו היה אחרי שננטש כי נשך..בונד הוא כלב מאוד רכושני ולכן זקוק למאמצים עם ניסיון, בבית בלי ילדים קטנים, בבית שיגרום לו להשיב את הביטחון באנשים ולהיות לו למשפחה בטוב וגם ברע.",בונד,6 שנים,07-06-2017,זכר,בינוני,שחור לבן,חינוך בסיסי,"מעורב, בורדר קולי","ספורטאים, אנשים שכבר גדלו כלב בעבר"
154,"הכלבלב שיראה לכם את הקשת בענן! קשת המתוק, כלבלב אנרגטי ומקסים, שובב מלא שמחת חיים, שמחכה להרפתקאות ופינוקים בבית עם מאמצים לחיים שלמים.",קשת,4 שנים,10-10-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
155,"קיץ, חורף, סתיו, אביב, שבע שנים שהילד הנצחי הזה, בוץ' המתוק מחכה לאהבה ועכשיו בוץ' לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים במידת הצורך ו-2 שקי מזון גדולים מתנת ביופט.בוץ' שלנו הוא כלב כל כך רגיש, שלמרות השנים שעברו מאז שננטש, את הבכי שלו בכלוב עדיין שומעים בכלבייה. הוא עדיין אוהב לשחק ולהשתובב כמו גור, להתפנק ולהרעיף ים של אהבה.",בוץ,12 שנים,10-05-2011,זכר,בינוני,חום שחור,חינוך בסיסי,"מעורב, רועה גרמני","ספורטאים, אנשים שכבר גדלו כלב בעבר"
156,"יפהפיה מדהימה, מאוד חששנית וחשדנית עם אנשים שלא מכירה ולכן זקוקה למאמצים עם ניסיון וסבלנות, שיתנו לה את הזמן שלה, להפתח לאהבה..",אליסיה,5 שנים,04-05-2018,נקבה,בינוני,לבן,חינוך בסיסי,"מעורב, לברדור","ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
157,"פיניקס הגיע אלינו בתור גור קטן, אומץ ואחרי 10 חודשים ננטש מבית. הוא כלב מאוד חששן וחשדן שזקוק לסביבה רגועה, סבלנית ואוהבת. פיניקס גר בעיר ולא הסתדר עם הרעש וההמולה שמסביב, הוא היה בבית עם ילדים אבל נראה שעדיף לו להיות בבית שיש בו בעיקר שקט. כלב מקסים שזקוק למאמצים עם ניסיון וסבלנות.",פיניקס,4 שנים,05-06-2019,זכר,גדול,שחור לבן,חינוך בסיסי,"מעורב, בורדר קולי","ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
158,"חביתוש עבר התעללות נוראית, הוא נמצא עם צוואר קרוע לגמרי, עור ועצמות, כלב שקיבל בחייו הרבה מכות ומה שבאמת עצוב, זה שעל כך הוא משלם בהמתנה ארוכה בכלוב..כי כשעוברים ליד הכלוב שלו הוא עושה את הפרצופים הכי מפחידים בעולם. נגלה לכם בסוד, שבתוך הכלב הגדול הזה מסתתר לב רגיש ומדמם שמחכה להזדמנות להירפא. הוא מאושר כשהוא יוצא לטיולים. נפתח כולו ומחלק כל כך הרבה חיוכים. חביתוש לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, טיפולים רפואיים עלינו ושני שקי אוכל גדולים מתנת ביופט.",חביתוש,8 שנים,28-08-2015,זכר,גדול,חום,חינוך בסיסי,"מעורב, רועה קווקזי","ספורטאים, אנשים שכבר גדלו כלב בעבר"
159,"בלו המשגע, כלב רגיש מאד עם לב גדול, ננטש מבית בגלל שלחוץ ממפגש עם אנשים חדשים ועכשיו מחכה לבית שיבטיח להיות שלו, בטוב וגם ברע. לחיים שלמים, בלו סיים קורס אילוף.",בלו,4 שנים,18-02-2020,זכר,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
160,"חמידות שיא של כלבלבון שמעט חששן ולכן זקוק למאמצים עם ניסיון וסבלנות, כדי שיוכל להפתח ולהפוך לממרח.",ג'וקר,שנתיים,03-09-2021,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
161,"את פולה המתוקה אימצו בתור גורונת קטנטנה ונטשו אותה אחרי מספר חודשים בלבד והשאירו אותה עם לב מרוסק. כלבה סופר מתוקה, שזקוקה ליותר מרגע אחד כדי להכיר- אבל כשזה קורה, השובבות, המתיקות והאהבה היא גדולה.",פולה,3 שנים,08-12-2020,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, ילדים"
162,את סאם היפהפיה נטשו מבית אחרי שנתיים כי רכושנית למזון. יפהפיה שריסקו לה את הלב וכעת מחכה למאמצים עם ניסיון כאלה שיבטיחו לה בית לא חשוב מה-בטוב וגם ברע!.,סאם,6 שנים,11-10-2017,נקבה,בינוני,לבן,חינוך בסיסי,"מעורב, גולדן רטריבר","ספורטאים, אנשים שכבר גדלו כלב בעבר"
163,"את שלג המתוק נטשו מבית כשנכנסו להריון…כלב מקסים ועדין שריסקו לו את הלב לאלף חתיכות. הוא קצת לחוץ במפגש ראשון, אבל מהר נפתח לאהבה ורוצה להגיע הפעם לבית שיודע שהוא לתמיד, חלק מהמשפחה..",שלג,4 שנים,05-01-2020,זכר,בינוני,בז',חינוך בסיסי,מעורב,"ילדים, ספורטאים"
164,"הכלבלב שלחופש נולד. גורל המתוק, כלב סופר חברותי שאוהב לטייל, לחקור, לשחק ולהשתובב וכמה שיותר להתפנק. גורל רוצה לצאת אתכם לחופש הגדול. גורל ננטש מבית וחזר אלינו גמור! מאז הוא מתקשה לסמוך על אנשים חדשים ואפשר אותו לגמרי להבין. אל תתנו לעוול שמישהו אחר עשה לו, להשאיר אותו בכלוב..",גורל,3 שנים,09-07-2020,זכר,בינוני,מנומר,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
165,"ריי היפיופון! כלב מקסים שננטש מבית עם לב כואב מאוד! הנסיך הזה עמוס באהבה, מתפנק, אוהב לשחק, טריטוריאלי באוכל ומושלם למחפשים לתמיד אהבה.",ריי,3 שנים,08-07-2020,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
166,"נסיכה עדינה וחששנית, יפהפיה בלבן, הוצאנו אותה מהסגר בדרום כדי להעניק לה סיכוי למצוא מאמצים סבלניים שיעניקו לנסיכה הזאת בית אוהב, מגן וסבלני. מיכאלה לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים, בהתאם לגילה, עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",מיכאלה,7 שנים,23-06-2016,נקבה,בינוני,לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
167,"פצצת אנרגיה מתוקה, אלונה המדהימה! היתה בבית וחזרה כשהמאמצת התאשפזה. ביישנית לשתי שניות אבל אם תציעו לה לשחק היא מיד תתמסר בכיף. כלבה מקסימה שתגרום לכם בלי סוף לחייך.",אלונה,שנתיים,12-01-2022,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים"
168,"את ציזיקי הבובה אמצו ואז לכלוב נטשו כשעברו דירה. כלבלבונת מתוקה עם לב שבור, מחכה עכשיו להגיע לבית שיהפוך אותה לתמיד, לחלק מהמשפחה.",ציזיקי,שנה,02-08-2022,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
169,"חתיך על, אנרגטי ומדהים, מוסקונה המהמם שלנו מחכה לרוץ למרחקים עם מישהו שיאהב לחיים שלמים. כלב חזק ומדהים, עמוס באהבה, חמוד אמיתי שימלא כל לב במלא אהבה.",מוסקונה,4 שנים,10-06-2019,זכר,גדול,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
170,"את קלואי הבובה אימצו והפכו אותה לכלבת שמירה! הבובה הזאת כל כך עדינה וחששנית שלא ברור על מי היתה אמור לשמור…לוקח לה יותר מרגע אחד להפתח אבל כשזה קורה, היא משתובבת ומפזרת חיוכים בלי סוף.",קלואי,3 שנים,06-08-2020,נקבה,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים"
171,"את דליק הממתק נטשו מבית כי פחד להשאר לבד. כלב עדין ומתוק, מלא בשמחת חיים שרוצה עכשיו להגיע למאמצים שרוצים להפוך אותו לחלק מהמשפחה לתמיד.",דליק,3 שנים,23-10-2020,זכר,קטן,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
172,"שלומית החמודית! פצצת אנרגיה מתוקה, שמאוד אוהבת להתפנק, להשתובב ולשחק ומחכה לזכות בבית הכי מושלם שיש..",שלומית,שנתיים,01-01-2022,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים"
