,Discription,Name,Age,Date,Sex,Size,Color,Education,Breed,Adjusted to,Image,Link
117,"שלד של כלב, שכב ללא תזוזה, הורעב למוות, כאוב, במצב גסיסה. כך מצאנו את רוברט. הוא קיבל את הטיפול הרפואי הטוב ביותר, ואנחנו מאושרים לעדכן שהוא יכול לצאת הביתה!! כלבלב מדהים, עמוס באנרגיה ושמחת חיים..",רוברט,3 שנים,25-12-2020,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/06/robert6-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%95%d7%91%d7%a8%d7%98
118,"רואים את העצב בעיניים? רקס המתוק הסתובב ברחובות, רזה, מוזנח, הוא היה עם קדחת קרציות קשה והיה חשש לחייו. טיפלנו בו, הוא החלים לגמרי ועכשיו מגיע לו לזכות בבית הכי מפנק ואוהב שיש..אנחנו לא יודעים איזה חיים חווה עד עכשיו, אבל יש במתוק הזה מלא אהבה ונאמנות מעוררת הערצה. רקס לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילו עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",רקס,9,01-10-2014,זכר,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/10/rex-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%a7%d7%a1-4
119,"מילקי המתוק הסתובב במשך יותר מדי זמן, עם רגל שבורה וכואבת ובהזנחה כוללת של הגוף. הוא החלים, אומץ ואז לכלוב חזר מרוסק. הוא הכי מתפנק שיש ואם תסתכלו לו בעיניים תראו כמה אהבה שהוא מבקש. מילקי המהמם שלנו, כלב קצת לחוץ שלוקח לו יותר מרגע אחד או שניים כדי להתמסר בטירוף. כשזה קורה- הוא נמס, מתחבק ומתכרבל ואין אהבה יותר גדולה ממה שהמתוק הזה מעניק בלי הפסקה..",מילקי,6 שנים,08-03-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/05/milki8-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%99%d7%9c%d7%a7%d7%99-5
120,"הוא אחד החמודים האהובים שיש! אבל בגלל שחששן וביישן במפגש ראשון, הוא משלם על כך בהמתנה ארוכה ושנים שספידי מחכה לאהבה! #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו,  כשהטיפול הרפואי בבעיות הקשורות לגילו עלינו ו-2 שקי מזון מתנת ביופט. ספידי התחיל את חייו ""ככלב שמירה"" הצליח להשתחרר מהכבל, עבר אלינו ומאז הוא מחכה לזכות בחיים בהם מעולם לא זכה. זה לוקח לו זמן להסיר חומות וכשזה קורה הוא כל כולו מתמסר לאהבה לה הוא מחכה בציפייה ארוכה.",ספידי,10 שנים,31-07-2013,זכר,גדול,חום לבן,חינוך בסיסי,"מעורב, סלוקי","ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2016/03/spedy-18-e1464205561884-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%a4%d7%99%d7%93%d7%99
121,"את ג'ני הבובה נטשו מבית כי לחוצה וחששנית במפגש ראשוני עם אנשים. כלבה עדינה ומקסימה, שרעשים יכולים להפחיד אותה אבל היא עובדת עם המאלפים שלנו ומתקדמת נפלא. זקוקה לבית שקט, מאמצים עם ניסיון, מדובר בכלבלבונת שמעניקה אהבה והמון..",ג'ני,4 שנים,04-02-2020,נקבה,בינוני,לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/09/jeni8-330x330.jpg,https://www.letlive.org.il/?pet=%d7%92%d7%a0%d7%99
122,"את אחווה היפהפיה נטשו מבית כי ניסתה לשמור על בני הבית כל הזמן. היא לקחה את הנטישה מאוד קשה. כלבה עם לב רגיש שהתנפץ לרסיסים וכעת מאוד מתקשה לסמוך על אנשים חדשים. מתוקה שזקוקה למאמצים עם ניסיון, מסתדרת עם כלבים וחתולים.",אחווה,שנתיים,01-09-2021,נקבה,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/11/milo-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%97%d7%95%d7%95%d7%94
123,"יש לו עין אחת ולב אחד מתוק במיוחד! מוגלי המשגע. כלבלב סופר חברותי, עדין ומקסים, יראה לכם תמיד רק את הצד הטוב שבחיים. כלב עמוס באהבה, עצלן ושקט, להרבה כירבולים על הספה ואהבה הכי מספקת שיש.",מוגלי,7 שנים,07-12-2016,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/09/mogli-14-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9e%d7%99%d7%9b%d7%90%d7%9c-3
124,"וולברין שוטט במשך יותר מדי זמן לבדו והיה קשה מאוד לתפוס אותו ולהביא אותו אלינו. כשהגיע, גם לא איפשר להתקרב ומאוד שמר על עצמו. אבל לאט לאט הוא נפתח. והתחלה כלב שהוא ממרח! כלב שנראה שעבר חיים מאוד קשים אבל גילה שיש גם אנשים טובים ואם תהיו סבלניים וולברין יפתח אליכם ויודה לכם באהבה עצומה כל החיים. וולברין לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואים בהתאם לגילו- עלינו ו-2 שקי מזון מתנת אורבן צ'ויס..",וולברין,8 שנים,10-09-2015,זכר,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/08/wal13-330x330.jpg,https://www.letlive.org.il/?pet=%d7%95%d7%95%d7%9c%d7%91%d7%a8%d7%99%d7%9f
125,"ביידן היפהפיה אומצה בתור גורה ואז נקשרה בחצר הבית. כלבה שהעבירה את חייה קשורה ונראה שעברה התעללות קשה. היא הגיעה אלינו, אומצה ושוב ננטשה..ביידן לא שומעת באוזן אחת, מה שמגביר את החשדנות והלחץ שלה מאנשים חדשים, מה שמקשה עליה למצוא מאמצים שיעבדו איתה ויבטיחו לה בית לחיים שלמים..היא זקוקה למאמצים עם ניסיון והרבה אהבה לתקן את הנזק שנגרם לה..",ביידן,5 שנים,13-06-2018,נקבה,בינוני,לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2021/10/bi16-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%99%d7%99%d7%93%d7%9f
126,"אחד החמודים אם לא ה-! נזם המהמם לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילו, עלינו ו-2 שקי מזון גדולים מתנת ביופט. זה הגור הכי חמוד בעולם. הוא כל כך אוהב לשחק ולהתפנק הוא ננטש מבית בו הוחזק בחצר קשור- נו באמת!!!!!  נזם מחכה לזכות בחיים חדשים והכי מגיע לו.",נזם,9,09-03-2015,זכר,בינוני,חום שחור,מאולף,מלינוואה,"ספורטאים, אנשים שכבר גדלו כלב בעבר, ילדים",https://www.letlive.org.il/wp-content/uploads/2023/09/nezem-9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a0%d7%96%d7%9d-2
127,"כלבלבונת סופר חרדתית ועדינה, שוברת את הלב, זקוקה לבית סבלני וסופר אוהב, שיחזיר לה את האמון בבני האדם והיא תהיה אסירת תודה לעולם.",דנונה,6 שנים,27-12-2017,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2023/07/danon1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%93%d7%a0%d7%95%d7%a0%d7%94
128,"איך זה מרגיש להיות בכלוב בחום נוראי? אפילו נולה, שבד""כ נובחת נורא כשעוברים ליד הכלוב שלה, מותשת, שומרת אויר לנשימה. נולה המקסימה, לוקחת חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילה, עלינו ו-2 שקי מזון מתנת ביופט. נולה מדהימה עם אנשים לאחר שמכירה, אבל חוששת מאנשים זרים ולכן צריכה בטיולים ללכת עם מחסום. היא כלבה של אהבה, פשוט חששנית במפגש ראשון זאת לא סיבה להעניש אותה ולגרום לה לסבול עכשיו המון..",נולה,11 שנים,24-08-2012,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2021/08/nula05-330x330.jpeg,https://www.letlive.org.il/?pet=%d7%a0%d7%95%d7%9c%d7%94-2
129,"יפיוף על 3 רגליים, סשה הוא כלב חזק ומדהים. הוא לא מתחבר לכל אחד, בגלל חוויות קשות שעבר בחייו. הוא הספיק להיות בבית ולחזור, אחרי שתקף ילד שלקח לו את הכדור..הוא זקוק למאמצים עם ניסיון, בבית בלי ילדים, מאמצים שרוצים לתקן לב שעבר חוויות כואבות מדי בחיי.",סשה,5 שנים,03-07-2018,זכר,בינוני,חום שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/08/sasha-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%a9%d7%94
130,"פז הכלבלב שאי אפשר לא להיות בו מאוהב! את פז קנו כשהיה גורון קטנטן ואז כשנהייה חולה הוא ננטש כמו חפץ מקולקל. פז הוא כלב מיוחד. הוא שונה משאר הכלבים בהתנהלות שלו, אבל לא שונה באהבה שלו. הראש של פז עובד קצת אחרת ולכן הוא מתנהל באיטיות, לפעמים קצת מאבד שיווי משקל, אבל כלב כזה מיוחד-אין לאף אחד. פז לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",פז,3 שנים,17-02-2021,זכר,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2023/08/paz-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%96
131,"פונץ' הממתק! כלבלבון סופר חברותי ומקסים, שיכול להיות מאוד טריטוריאלי למקום שלו ולצעצועים שלו ולכן זקוק למאמצים מנוסים. כלב עמוס באהבה, שיכניס הביתה מלא שמחה.",פונץ',3 שנים,02-02-2021,זכר,בינוני,חום לבן,מאולף,מעורב,"אנשים שכבר גדלו כלב בעבר, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/08/punch5-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%95%d7%a0%d7%a5-5
132,"לאב האומלל ננטש כבר משני בתים…כלב חרדתי, שמטופל בכדורים, ננטש כבר פעמיים כי לא מסתדר עם אנשים שלא מכיר..ולכן כשמגיעים אורחים הביתה- צריך לשמור עליו שלא ינהם…אהוב אומלל. זקוק לבית עם ניסיון, בית בלי ילדים, בית שיהיה מספיק סבלני לתקן את הלב שמרוסק בפנים. לאב לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, בהתאם לגילו- עלינו, ו-2 שקי מזון מתנת אורבן צ'ויס..",לאב,8 שנים,09-09-2015,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/08/love-7-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%90%d7%91
133,"בקהאם המשגע! רועה בלגי מעורב עם לב זהב. כלב מקסים, שקצת חושש וחושד במפגש ראשון, אבל כשמכיר נותן אהבה והמון. מסתדר עם כלבים, מרעיף אהבה לכל הסובבים, רק זקוק ליותר מרגע אחד, כדי לפתוח את ליבו לעד..",בקהאם,שנה,03-08-2022,זכר,גדול,חום,חינוך בסיסי,"מעורב, מלינוואה","ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/08/bekham4-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%a7%d7%90%d7%94%d7%9d
134,"בנפיקה המהממת!!!!!! פצצת אנרגיה משגעת שמחכה למישהו לרוץ איתו למרחקים ארוכים. כלבה חזקה ומדהימה, שמעניקה כמויות אדירות של אהבה..",בנפיקה,5 שנים,20-02-2019,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/08/benpika3-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%a0%d7%a4%d7%99%d7%a7%d7%94
135,"כלבלונת סופר חרדתית ועצובה, שהוצאנו מהסגר בדרום. ססיל המתוקה, נראה שבחייה הקצרים כבר חוותה חוויות רעות מאנשים וייקח המון זמן עד שהלב יסיר את החומות. זקוקה למאמצים עם ניסיון וסבלנות, שיגיעו כמה פעמים ויתנו לה הזדמנות להכיר ולרכוש אמון.",ססיל,3 שנים,01-09-2020,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2022/11/seseil-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%a1%d7%99%d7%9c
136,"את ברבי הבובה מצאו חיילים בבסיס שלהם. המתוקה עבר אלינו וטופלה וכעת מחכה לבית מלא באהבה. כלבה עדינה וביישנית במפגש ראשון, תיפתח לאהבה גדולה בבית סבלני שיעניק פינוקים- והמון.",ברבי,4 שנים,05-02-2020,נקבה,בינוני,בז',חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/10/barbi43-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%a8%d7%91%d7%99-6
137,חתיך על חלל שננטש מבית ולקח את הפרידה מאוד קשה. פרנקו הוא כלב שלא סומך על אנשים ולוקח לו המון זמן עד שהוא מסיר את החומות ומאפשר לגשת ללב שמדמם שם בפנים. הוא יכול להיות לא צפוי ולכן לא מתאים לבית עם ילדים קטנים וזקוק למאמצים עם ניסיון שיתקנו את הנזק שנגרם לו.,פרנקו,6 שנים,03-01-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/01/franko5-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%a8%d7%a0%d7%a7%d7%95
138,"את סקיי המהממת החזיקו כל חייה קשורה בחצר וגרמו לה עוול נוראי! היא ננטשה מאותו הבית- וטוב שכך (!) אבל נותרה עם חוסר אמון מוחלט בבני האדם. מאוד לחוצה במפגש חדש עם אנשים, כשמכירה, מקסימה, אבל זקוקה למאמצים עם ניסיון ורצון לתקן לב שהרסו במשך חיים שלמים. סקיי לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם לגילה-עלינו ו-2 שקי מזון מתנת ביופט.",סקיי,8 שנים,20-05-2015,נקבה,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/08/sky-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%a7%d7%99%d7%99-2
139,"בובי בובוני! כלבלבון עם אנרגיות מקפיצות, ממתק בינלאומי שאוהב מלא להשתובב ולשחק ומחכה להפיץ אור ואהבה בבית הכי מפנק שיש..",בובי,שנה,09-08-2022,זכר,בינוני,שחור לבן,מאולף,מעורב,"ספורטאים, ילדים",https://www.letlive.org.il/wp-content/uploads/2023/08/bobi3-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%95%d7%91%d7%99-11
140,"כלבלבונת עצובה שחיה חמש שנים במפעל. שושה המתוקה, כלבה מאוד חששנית וטריטוריאלית. לוקח לה הרבה זמן לבנות אמון ולהפתח וזקוקה למאמצים עם ניסיון שיתקנו שנים של לב כואב מאוד. שושה לוקחת חלק בפרויקט  #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, בהתאם לגילה- עלינו, ו-2 שקי מזון מתנת ביופט.",שושה,7 שנים,08-06-2016,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/08/shusha-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a9%d7%95%d7%a9%d7%94-2
141,"ליאו היפיוף הוא כלב מאוד לחוץ. הוא אנרגטי ומקסים, אבל זקוק לזמן כדי להכיר ולהסיר חומות ולכן מחכה למאמצים עם ניסיון.",ליאו,6 שנים,07-02-2018,זכר,בינוני,חום שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/09/lio-9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%99%d7%90%d7%95-6
142,"דורית המתוקית, נמצאה עם הגורים שלה, רזה ואומללה, דאגה לגוריה במסירות מעוררת הערצה. הגורים אומצו ועכשיו מגיע גם לה, שמישהו ידאג לה ויפנק בלי הפסקה.",דורית,3 שנים,10-03-2021,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/07/dorit-5-330x330.jpg,https://www.letlive.org.il/?pet=%d7%93%d7%95%d7%a8%d7%99%d7%aa
143,"מתיקות שיא של כלבה מדהימה עם עיניים כובשות, את לוקה אימצו בתור גורה ונטשו אותה מבית אחרי 4 שנים כי רכושנית לצעצועים שלה ולמזון. כלבה מקסימה שמחכה למאמצים שמבינים עניין, למאמצים שיבטיחו לה לתמיד בית חם. #אומנהלחיים הפרוייקט שלנו לקיץ, אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים במידת הצורך ו-2 שקי מזון מתנת ביופט.",לוקה,10 שנים,08-03-2014,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/07/loka-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%95%d7%a7%d7%94-6
144,"יוהאן המתוק, עומד ומחכה שתגיעו לקחת אותו היום לבית לו הוא כל כך מחכה. כלבלבון חמודון, קצת ביישן במפגש ראשון, אבל מהר מאוד נפתח לאהבה ומחכה למאמצים שיעניקו לו ביטחון והרבה פינוקים, בבית לא פחות ממקסים..",יוהאן,3 שנים,02-03-2021,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2022/08/yohan-9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%99%d7%95%d7%94%d7%90%d7%9f-2
145,"כלבה סופר חששנית ועדינה, בילי היא כלבלבונת ששוברת את הלב, יש לה בלב כל כך הרבה כאב. מתוקה אמיתית, שזקוקה לכמה מפגשים כדי להפתח למגע. בילי זקוקה למאמצים עם סבלנות וניסיון, כדי לרפא את הלב שכואב נורא.",בילי,4 שנים,14-02-2020,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2022/02/bil9-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%99%d7%9c%d7%99-8
146,"כזאת טובה, כל כך עדינה וכמה אהבה שהיא מבקשת! ג'וזי היפהפיה שלנו, ננטשה בפעם הראשונה, אחרי 6 שנים מבית, כי היתה טריטוריאלית ובפעם השנייה כי לא הסתדרה עם הילדים. יש בה כל כך הרבה רצון לאהבה, הדבר היחיד שהיא מבקשת כל הזמן זה שיגעו בה ויאהבו אותה בלי סוף, ככה שממש לא ברור איך הלב הזה, פעמיים, התרסק לאלף ואחת חתיכות. ג'וזי לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילה, עלינו ו-2 שקי מזון גדולים מתנת ביופט.",ג'וזי,9,10-03-2015,נקבה,בינוני,חום שחור,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/07/gozi-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%92%d7%95%d7%96%d7%99-2
147,"כלבלבונת עדינה וחששנית שהוצאנו מהסגר. סתיו המתוקה, בחייה הקצרים נראה שכבר הספיקה לחוות הרבה כאב. סתיו זקוקה לבית סבלני ואוהב, שהשמחה תחזור לעיניים והלב יתרחב.",סתיו,6 שנים,07-03-2018,נקבה,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2019/03/stav-22-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a1%d7%aa%d7%99%d7%95
148,"יפיוף על שננטש שוב ושוב עם לב מרוסק וכואב. מאז, טופי שומר מכל משמר על מי שאוהב ובגלל שטריטוריאלי מתקשה למצוא בית אוהב. כלב מקסים, עמוס באהבה, שרוצה, אחת ולתמיד לזכות באהבה לתמיד. טופי לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל 2 שקי מזון מתנת ביופט וטיפולים רפואיים בהתאם לגילו.",טופי,10 שנים,08-08-2013,זכר,גדול,לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/11/tofi-2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%98%d7%95%d7%a4%d7%99-6
149,"את שמש המתוק הוצאנו מהסגר כדי להעניק לו עתיד טוב יותר! כלב עדין וביישן, מתוק ומקסים, שפשוט זקוק למאמצים סבלניים איתם יוכל להפתח ואז השמש יזרח!.",שמש,4 שנים,10-07-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2021/08/shem12-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a9%d7%9e%d7%a9-6
150,"ניק נמצא אחרי שעבר התעללות קשה, עם קולר שקרע את צווארו, מורעב ומיובש. למרות מה שעבר, המתוק הזה לא הפסיק לכשכש בזנבו וביקש עזרה, ניק טופל והחלים ואנחנו מאושרים לעדכן שהוא יכול לצאת להתפנק בבית אוהב שכל כך מגיע לו. ניק, מתוק ועדין.",ניק,3 שנים,18-08-2020,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2022/05/nik1-330x330.jpeg,https://www.letlive.org.il/?pet=%d7%a0%d7%99%d7%a7-3
151,"ניר המתוק, כלבלב סופר חששן ועדין כל כך, עם לב שבור הוא מחכה למאמצים סבלניים, לבית שילמד אותו שיש אהבה טובה וששווה להיות אמיץ בשבילה.",ניר,4 שנים,02-08-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים",https://www.letlive.org.il/wp-content/uploads/2022/09/nir-5-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a0%d7%99%d7%a8-2
152,"ג'ינג'ית מהממת ביופיה, את לוקה נטשו מבית בגלל שטריטוריאלית והיא בכלוב בוכה. כלבה מקסימה עם לב שבור לרסיסים, מחכה למאמצים עם ניסיון, ישבטיחו להיות לה למשפחה- לתמיד.",לוקה,5 שנים,06-02-2019,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2023/07/loka-2-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%9c%d7%95%d7%a7%d7%94-9
153,"ריידר ננטש מבית ולקח את הפרידה מאוד מאוד קשה (ובצדק). במשך מספר ימים כמעט ולא נתן לנו להתקרב אליו ושבר לנו את הלב. ואז לאט לאט החל להיפתח והתגלה כלב מקסים. ריידר זקוק למאמצים עם ניסיון, בבית בלי ילדים, הוא יהיה החבר הכי טוב שלכם, אם רק תתנו לו הזדמנות, תגיעו לכמה מפגשים עם המאלפים שלנו ותעניקו לו הזדמנות לתקן את הלב שנשבר לרסיסים.  ריידר לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים, בהתאם לגילו, עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",ריידר,8 שנים,11-02-2016,זכר,בינוני,חום,חינוך בסיסי,"מעורב, מלינוואה","ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/08/id-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a8%d7%99%d7%99%d7%93%d7%a8
154,"אמציה המשגע! כלב מצחיק, שילוב של צבוע וכלבלב, הגיע מהסגר בצפון עם רגל שבורה, טופל והחלים ומחכה לבית זהב. מתפנק, חברותי ומדהים..",אמציה,שנתיים,03-07-2021,זכר,בינוני,מנומר,חינוך בסיסי,מעורב,"ילדים, ספורטאים",https://www.letlive.org.il/wp-content/uploads/2023/07/maurizio-330x330.jpg,https://www.letlive.org.il/?pet=%d7%90%d7%9e%d7%a6%d7%99%d7%94
155,"פיפיו אומץ בתור גור קטן וחזר גמור לכלוב. כלב לחוץ וחששן, שמאוד נבהל ממפגש עם אנשים חדשים ונוהם. כלב עם לב שבור שזקוק למאמצים עם ניסיון שיתקנו את הלב ויבטיחו לו בית- לתמיד!.",פיפיו,5 שנים,20-09-2018,זכר,גדול,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2022/05/fifin2-330x330.jpg,https://www.letlive.org.il/?pet=%d7%a4%d7%99%d7%a4%d7%99%d7%95
156,"בונו היפיוף ננטש מבית עם לב מרוסק. כלב עדין, חששן וביישן שלוקח לו זמן להיפתח, עכשיו צריך להתחיל הכל מהתחלה. בונו מחכה למאמצים סבלניים, בבית שיבטיח להיות שלו לעולמים..",בונו,5 שנים,11-07-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר",https://www.letlive.org.il/wp-content/uploads/2021/11/bobo1-1-330x330.jpg,https://www.letlive.org.il/?pet=%d7%91%d7%95%d7%a0%d7%95-3
